"","RowNumber","CustomerId","Surname","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
"1474.1",1474,15594862,"Aleksandrova",552,"France","Male",36,8,0,2,0,0,132547.02,"0"
"2178.1",2178,15637644,"Hanson",667,"France","Female",24,4,0,2,0,1,34335.55,"0"
"471",471,15759298,"Shih",631,"Spain","Male",27,10,134169.62,1,1,1,176730.02,"0"
"3769",5260.46847126167,15670641.9706692,"Bocharova",758.177140343469,"Germany","Male",40.3652356942184,9,74910.8564283992,1,0,1,185352.248694306,"1"
"15561",4613.65897851181,15734356.7585909,"Hs?",767.823393736733,"Spain","Female",45.2049423395656,0.0341570565942675,140027.956614138,1,0,0,168892.285667456,"1"
"2816",2816,15721307,"Pickering",694,"Germany","Male",37,1,95668.82,2,1,0,100335.55,"0"
"963",963,15753831,"Cox",642,"Spain","Male",32,7,100433.8,1,1,1,39768.59,"0"
"1346",1346,15714567,"Chan",568,"Spain","Female",26,6,0,2,0,0,166495.2,"0"
"13381",2395.91810284718,15606876.3867451,"Douglas",638.808549239999,"Spain","Male",47.6889852737077,6,102890.982865744,2,1,1,99635.8032750362,"1"
"5329.2",5329,15680234,"Bray",667,"Germany","Male",27,2,138032.15,1,1,0,166317.71,"0"
"3848.2",3848,15667889,"Akobundu",611,"France","Female",37,6,0,2,1,0,110782.88,"0"
"37221",4965.30009629717,15750041.1792081,"Hope",786.53169310349,"Germany","Male",50.553686717758,8,46481.3845971465,3,1,0,111230.091679259,"1"
"9502",9502,15634146,"Hou",835,"Germany","Male",18,2,142872.36,1,1,1,117632.63,"0"
"12551",1910.43700887356,15727869.4491822,"Li",728.316724570701,"Germany","Male",46.2928323268425,4.80477844877169,122753.131110407,1,1,0,107603.704488614,"1"
"3377",3377,15721582,"Hale",644,"Germany","Female",40,4,77270.08,2,1,1,115800.1,"1"
"41991",6509.13675850979,15760010.6240933,"Boyle",523.858396537602,"France","Male",50.2857665224001,5,55841.4761468047,1.57144163060002,1,0,168839.17418213,"1"
"47331",6368.88323694561,15716659.1933914,"Gay",588.471674616914,"France","Female",47.293965553632,1.52943349233828,119633.36654692,1,1,1,82484.3109331357,"1"
"59241",9617.12450827332,15662492.4141546,"Angelo",554.107438242761,"Spain","Male",48.5339384758845,2.23303076205775,0,1.11651538102888,0,0,62114.8465712588,"1"
"7668.1",7668,15606554,"Douglas",797,"France","Male",29,1,0,1,0,1,149991.32,"0"
"18201",2337.78799491189,15668706.0858658,"Obinna",427.230940202251,"Germany","Female",47.7033591214567,3.18681047298014,99717.7108209122,4,1,0,184017.923956606,"1"
"4956",4956,15581525,"Walker",775,"Germany","Male",33,3,83501.66,2,1,0,128841.31,"0"
"37671",4559.08666506503,15666139.1645643,"Yudin",658.077586608939,"Germany","Male",49.2895537288859,6.4208925422281,123822.083597567,2.71044627111405,1,1,101109.332409769,"1"
"3355",3355,15751333,"Atkinson",695,"France","Female",36,2,0,2,0,1,167749.54,"0"
"2325.1",2325,15748116,"Zetticci",681,"France","Female",29,2,148143.84,1,1,1,52021.39,"0"
"59481",9107.2408732539,15612479.3532088,"Campbell",580.664587730309,"Germany","Male",48.8867916769814,6.23480092477985,125135.25102283,2.23480092477985,0,0,70721.5921851731,"1"
"883",883,15785519,"May",565,"France","Male",36,6,106192.1,1,1,0,149575.59,"0"
"5520",5520,15785559,"De Luca",678,"France","Male",43,1,133237.21,1,1,0,111032.79,"1"
"3201.1",3201,15720745,"Murray",635,"Spain","Male",24,4,140197.18,1,1,1,142935.83,"0"
"4675",4675,15689492,"Benjamin",850,"Germany","Male",41,1,176958.46,2,0,1,125806.3,"0"
"61061",9756.22539923503,15607172.4842275,"Liu",721.213642288931,"France","Female",40.1637416894082,6.16725166211836,22154.3590578249,1.27758277929388,0,1,49351.2231973557,"1"
"9183",9183,15665579,"Cartwright",597,"France","Female",28,0,142705.95,1,1,0,127233.39,"0"
"42861",3080.55155995558,15685391.1026625,"Abbott",689.373394075781,"France","Male",47.1633599081542,1.04667425947264,94619.1430507631,3,1,0,155458.007465569,"1"
"9223",2050.21763804788,15683742.5028677,"Mao",680.825846784748,"France","Male",46.2955080708489,5.5391384405084,128933.261145682,1,1,1,63025.6071292041,"1"
"17411",2461.18059954466,15668375.4374386,"Murphy",649.359494177625,"France","Male",41.1601264555939,3,136230.711374845,2.83987354440615,0,0,106223.155106417,"1"
"4524.1",4524,15734202,"Chidimma",660,"Germany","Female",52,4,86891.84,1,1,0,90877.76,"0"
"7099",7099,15642391,"Lettiere",621,"Germany","Male",51,4,109978.83,1,0,0,177740.58,"1"
"4144.1",4144,15711901,"Iheatu",500,"France","Male",45,2,109162.82,1,1,1,126145.08,"0"
"5884",5884,15574795,"Lombardo",495,"France","Female",38,2,63093.01,1,1,1,47089.72,"0"
"4979",4979,15758939,"Bray",540,"Germany","Male",35,7,127801.88,1,0,1,84239.46,"0"
"7546",7546,15615176,"Welsh",732,"France","Male",26,7,0,2,1,0,154364.66,"0"
"3451",3451,15661936,"Chikelu",513,"France","Male",40,3,141004.46,1,1,0,105028.46,"0"
"14010",188.270309110405,15632623.2895181,"Ashbolt",765.239138021832,"France","Female",52.4552895044908,2.5758815840818,149773.893753999,1.2120592079591,1,0,13765.5614790091,"1"
"2750",3398.98952964041,15668512.5374171,"Alexeeva",650.010620347224,"France","Female",58.4893609043211,4.43882988695987,119629.470910757,1,1,0,18540.3279154074,"1"
"8297",8297,15704466,"Udokamma",692,"France","Female",34,7,0,2,1,0,195074.62,"0"
"8264.3",8264,15584453,"Burtch",555,"Spain","Male",32,10,0,2,0,1,168605.96,"0"
"2177",2177,15704746,"Inman",699,"Spain","Male",35,2,167455.66,2,1,1,55324.49,"0"
"1602.1",1602,15594404,"Bevan",834,"France","Female",49,8,160602.25,2,1,0,129273.94,"0"
"1962.4",1962,15668472,"Ritchie",705,"Spain","Female",24,5,177799.83,2,0,0,79886.06,"0"
"185",185,15719377,"Cocci",804,"France","Female",50,4,0,1,1,1,8546.87,"1"
"9056",9056,15645323,"Chinwenma",630,"France","Male",55,2,0,1,1,1,106202.07,"1"
"60761",9792.80040701968,15582804.2044952,"Golubov",641.271140286932,"France","Female",42.7891131101642,5.34337556618266,113189.937288258,1,1,1,24149.335087496,"1"
"7093.1",7093,15723884,"Nekrasova",758,"Spain","Male",40,3,0,2,0,0,96097.65,"0"
"8914",8914,15717307,"Read",496,"France","Male",31,5,0,2,1,0,93713.13,"0"
"50291",7689.03284551576,15657737.1084781,"Sorenson",639.681582298363,"Germany","Female",34,6.50585749349557,59705.5252924177,1,1,0,26201.1003190663,"1"
"828",1342.29326262325,15664549.3944498,"Nebeolisa",599.475921910256,"Germany","Male",42.8392560295761,4.94154764711857,1810.65252391107,3,1,1,101113.197791645,"1"
"8554",8554,15791321,"Nwora",682,"Spain","Female",58,4,0,1,1,0,176036.01,"0"
"5050",5050,15598894,"Holt",784,"Spain","Male",38,10,122267.85,1,0,0,145759.93,"0"
"9194",9194,15631512,"Schneider",597,"France","Female",26,8,149989.39,1,1,0,42330.58,"0"
"7691",7691,15692258,"Thompson",569,"Spain","Male",31,1,115406.97,1,0,0,145528.22,"0"
"4912",4912,15691004,"Yu",407,"Spain","Male",37,1,0,1,1,1,49161.12,"1"
"1614",1614,15674811,"Kellway",739,"Germany","Male",29,3,59385.98,2,1,1,105533.96,"0"
"1635.1",1635,15735222,"Ignatieff",705,"Spain","Female",23,5,0,2,1,1,73131.73,"0"
"3402",3402,15588923,"Murphy",591,"France","Female",33,4,113743.37,1,1,0,124625.08,"0"
"19741",1525.40080441348,15756519.5682393,"Ignatiev",710.261855365708,"Spain","Male",62.6591944554821,1.46816110890359,0,1,1,1,172439.339973986,"1"
"44210",1946.59516713396,15720380.9330782,"Su",661.867764821975,"Germany","Male",48.2995012647007,2.40528940712102,171971.106067505,1.59471059287898,1,1,150217.511901747,"1"
"7331",7331,15802106,"Craig",418,"France","Male",34,8,155973.88,1,1,0,154208.96,"0"
"4704",6667.65788006294,15608037.614489,"Piccio",682.021105626598,"Spain","Female",45.7315128331538,6.75616238894872,133919.863866086,3,1,1,175509.783806309,"1"
"227",928.732405788731,15648171.9955326,"Ricci",512.940755463671,"Germany","Male",38.5296222681645,7.99341727374122,114321.664256385,1,1,0,184536.927867932,"1"
"2085",2085,15668669,"Benson",423,"France","Female",36,5,97665.61,1,1,0,118372.55,"1"
"2106",2106,15615096,"Costa",492,"France","Female",31,7,0,2,1,1,49463.44,"0"
"13781",5989.41689178091,15777729.7575854,"Norman",748.664949385682,"Spain","Male",44.5449861960951,5.4119963189587,0,2,0,0,113696.39859546,"1"
"29231",3622.6418214594,15604161.184904,"Abramowitz",669.288912359625,"Spain","Female",51.6700026404578,4.48222280899063,0,1,1,0,19430.9476394656,"1"
"2527",5439.06192256347,15808973.0947114,"Levi",683.912912340835,"Germany","Female",40.1675278597977,1.57416976219974,50017.3852449637,1,0,1,175350.384482886,"1"
"29591",3087.58358839853,15758843.6037233,"Carpenter",483.153259302489,"Germany","Male",44.0113525409251,4.99716186476871,136822.294527395,1,1,0,192286.440687715,"1"
"7719",7719,15670898,"McKenzie",740,"France","Female",60,5,108028.08,2,0,0,25980.42,"1"
"4068.3",4068,15767391,"Otutodilinna",565,"Germany","Female",32,4,90322.99,2,0,1,118740.37,"0"
"2257",1509.25297335186,15723667.4495919,"Zuyev",629.996076766634,"Spain","Male",56.4123049804475,8.37958091264591,161662.196857739,1,1,0,34560.3519859888,"1"
"8301",8301,15802625,"Hardy",733,"Germany","Male",48,7,85915.52,1,1,1,23860.5,"0"
"45841",6469.86577135953,15792750.4170409,"Trevisano",774.855928661069,"Spain","Male",41.9039524407126,6,130635.197496086,1,0,0,94469.7653669457,"1"
"6211",6211,15592197,"Simmons",522,"Spain","Male",30,3,0,2,1,0,145490.85,"0"
"51741",8834.77389269671,15611951.6978852,"Houghton",680.405788441421,"Germany","Female",37.9264395590872,6.50919505511411,102288.447222217,1,1,0,166283.915469389,"1"
"7626",7626,15689692,"Walker",598,"Germany","Male",19,3,150348.37,1,1,1,173784.04,"0"
"3668",4923.79196379241,15630990.1670021,"Chiganu",616.800488762558,"Germany","Female",36.8665852062404,8.60832315078005,41281.8782187142,1,1,0,72241.9778373356,"1"
"4948",4948,15670354,"Jen",753,"France","Female",62,6,0,2,1,1,136398.9,"0"
"985",1048.314979936,15615214.8600528,"Chambers",656.42988980189,"France","Female",43.0163739728741,4.55373622523621,101375.724507302,1,1,0,169336.917425055,"1"
"5754.1",5754,15608328,"Sutherland",760,"Spain","Female",41,6,0,2,0,0,101491.23,"0"
"4775",5895.51201545494,15665510.5534983,"McKenzie",728.416169499978,"Germany","Male",62.8959576250054,5,114487.90926345,1.51734039583243,0,0,18301.2960445019,"1"
"36981",5670.98021898605,15811887.7349479,"Ma",740.205248933285,"France","Male",41.5364277157933,8.91059538070112,0,1.04470230964944,1,0,32830.6117279751,"1"
"8255",8255,15664311,"Yang",637,"Germany","Male",28,3,123675.69,1,1,1,166458.41,"0"
"13741",1042.10851210309,15653866.9976255,"Onyinyechukwuka",626.353109750198,"France","Male",49.1804146333598,5.98195853666402,172789.259352742,1,1,0,165173.122927729,"1"
"6941",6941,15636590,"Pisano",575,"France","Male",46,1,0,2,1,1,65998.26,"0"
"21201",4680.06204264378,15673994.6164227,"Wan",580.023923540022,"France","Male",42.7164971339516,3.28631740016863,0,1,1,0,147914.242352164,"1"
"6523.1",6523,15632185,"Yermolayev",663,"France","Female",42,1,82228.67,2,1,0,71359.78,"0"
"6444.2",6444,15764927,"Rogova",753,"France","Male",92,3,121513.31,1,0,1,195563.99,"0"
"9336",9336,15739123,"Mellor",737,"Germany","Male",50,4,127552.85,2,1,0,4225.11,"0"
"5084.1",5084,15660679,"Chimaobim",653,"Spain","Female",38,9,149571.94,1,1,0,118383.18,"0"
"3802",3802,15653997,"Haynes",699,"Spain","Male",31,6,114493.68,1,0,0,138396.32,"0"
"1003",1003,15633897,"Owen",725,"Germany","Male",39,1,50880.98,2,1,1,184023.54,"0"
"9065",9065,15632816,"Williams",521,"Germany","Female",49,2,127948.57,1,1,1,182765.14,"0"
"437",2334.20386174018,15608781.9299823,"Welch",714.824843867682,"Germany","Male",40,6.35289062047377,125518.507909101,3,1,0,79548.4981007244,"1"
"59231",9522.41394251492,15681180.2118982,"Lucas",589.770058682654,"France","Male",46.1954059880227,3.40229700598866,0,1.70114850299433,0,0,45295.2732005298,"1"
"431",431,15597602,"Nwachinemelu",619,"Germany","Male",57,3,137946.39,1,1,1,72467.99,"1"
"17491",2547.9144251775,15727872.1849509,"Loftus",443.862977791112,"Germany","Female",47.4708274346776,8,122327.608895221,1,1,0,172417.632918894,"1"
"2104",2104,15630241,"Tretyakova",594,"France","Male",61,3,62391.22,1,1,1,192434.11,"0"
"5128",5128,15644796,"Dyer",821,"Spain","Female",38,8,0,2,0,1,126241.4,"1"
"7872",7872,15711602,"Lowrie",676,"France","Female",36,3,91711.59,1,1,1,95393.43,"0"
"9498",9498,15617454,"Ifeatu",684,"France","Female",25,1,0,2,0,1,144978.47,"0"
"26631",4786.9094386464,15789297.4740195,"Ku",620.905024643056,"France","Female",28.7591840084642,8.24929353781044,106539.572544559,1,1,1,127846.624972013,"1"
"9727",9727,15662494,"Goliwe",773,"Spain","Male",43,7,138150.57,1,1,1,177357.16,"0"
"978.2",978,15582616,"Y?an",520,"France","Female",38,4,0,2,1,0,56388.63,"0"
"5175",5175,15812594,"Ross",791,"France","Male",34,7,0,2,1,0,96734.46,"0"
"7394",7394,15757434,"Yang",599,"France","Male",28,7,119706.22,1,0,0,31190.42,"0"
"7356",2243.73212894774,15641627.8877005,"Parkhill",695.704118071357,"Germany","Female",40,0.300457563484088,115555.13007128,1,0,0,22047.3139386567,"1"
"8461",8461,15658982,"Napolitani",650,"Germany","Female",28,5,122034.4,3,0,1,146663.43,"1"
"243",1003.49325361056,15697149.1697952,"Bronner",552.506291928235,"Spain","Male",43.3993670199998,7.04717052588239,0,1.68239017529413,0,0,3471.97802373324,"1"
"310",310,15746726,"Doyle",438,"Germany","Male",31,8,78398.69,1,1,0,44937.01,"0"
"13601",3315.9746775832,15713020.3008331,"Krawczyk",710.073448034003,"Spain","Male",56.9166253954172,8.98957817442715,95879.2063655386,2.49478908721358,0,0,50145.2517724594,"1"
"7862.1",7862,15589948,"Disher",607,"Spain","Male",28,1,135936.1,2,1,1,110560.14,"0"
"2152",2152,15588614,"Walton",753,"France","Male",57,7,0,1,1,0,159475.08,"1"
"41371",7033.3598931171,15780558.5531101,"Blake",582.966104678344,"France","Male",50.5488908682019,5.41916592442431,106946.293653676,3,1,0,30535.3312285174,"1"
"5259",5259,15627002,"Taylor",728,"France","Male",38,1,115934.74,1,1,1,139059.05,"0"
"6114",6114,15585867,"Rutledge",596,"Spain","Male",36,2,0,2,0,1,125557.95,"0"
"3364",7899.31418030849,15732481.3694,"Byrne",655.276496778009,"Spain","Female",36.52576459595,3,135527.199768308,1,1,0,189311.512939424,"1"
"4093",4093,15780779,"Ramsbotham",583,"Spain","Female",40,4,0,2,1,0,114093.73,"0"
"3717",4775.90979500115,15703535.1562124,"Lucchesi",548.529452364892,"France","Male",54.5014024935663,0.500467497855425,120280.96631125,1,1,0,80821.8082894369,"1"
"5875",5875,15693902,"Hunt",597,"France","Male",19,2,0,2,1,1,91036.74,"0"
"1942",1942,15645956,"Jideofor",452,"Spain","Male",44,3,88915.85,1,1,0,69697.74,"0"
"8035.1",8035,15792489,"Polyakova",622,"Spain","Male",42,9,0,2,1,0,119127.06,"0"
"505",505,15715527,"Freeman",543,"Spain","Female",41,4,0,1,0,0,194902.16,"0"
"342",482.181469498202,15650485.3031845,"Mauldon",665.859722901136,"Germany","Male",46.8434562096372,5.68691241927445,106928.760647603,1.15654379036278,1,1,6604.15931251426,"1"
"38781",6221.57680404792,15766574.1855751,"Batt",642.330398514401,"France","Male",40.3423999454826,4.34239994548261,146926.991093319,1,0,1,33190.1382757243,"1"
"4576",4576,15756926,"Atherton",833,"Germany","Male",29,1,96462.25,2,0,1,48986.18,"0"
"14181",697.171913209837,15647294.271768,"Lu",572,"France","Female",47.5150752214249,2.90301504428498,151625.763519107,1,1,0,37251.7316080024,"1"
"7076.1",7076,15768295,"Warner",778,"France","Female",34,7,109564.1,1,0,1,113046.81,"0"
"9034",9034,15586029,"Davis",806,"Germany","Male",34,2,96152.68,2,1,0,143711.02,"0"
"316",316,15581539,"Atkinson",474,"Spain","Male",37,3,0,2,0,0,57175.32,"0"
"22071",3465.15302720154,15732344.2323439,"Carr",621.040134287439,"France","Male",35.5378923406824,3.54383407300338,0,1,1,0,43629.0911407543,"1"
"3794",3794,15584037,"Denisov",727,"Germany","Male",58,5,106913.43,1,1,0,25881,"1"
"6420",6420,15767804,"Feng",729,"France","Male",44,6,0,2,1,0,151733.43,"0"
"6889",6889,15727539,"Schoenheimer",618,"France","Female",31,4,0,2,1,0,29176.04,"0"
"8373",8373,15811958,"Medland",850,"Germany","Male",44,2,112755.34,2,0,0,158171.36,"0"
"8429.1",8429,15566735,"Obialo",548,"Germany","Female",36,2,108913.84,2,1,1,140460.01,"0"
"9914",9914,15590177,"Chiedozie",718,"France","Female",44,1,133866.22,1,0,1,139049.24,"0"
"5054.1",5054,15674433,"Allan",636,"Germany","Female",28,2,115265.14,1,0,0,191627.85,"0"
"2403",3906.31468737382,15694021.4553059,"Tsou",839.507858725963,"Germany","Male",60.6089885239489,1,4972.15471601458,1,1,0,52370.3254818179,"1"
"528",528,15573318,"Kung",610,"France","Male",26,8,0,2,1,0,166031.08,"0"
"600",600,15714939,"Fallaci",484,"Germany","Female",34,4,148249.54,1,0,1,33738.27,"0"
"35801",2688.50667724246,15775294.8972319,"Paterson",765.297704137163,"Spain","Female",35.96214703843,6.12736581009813,123146.693896632,1,1,0,167515.12435154,"1"
"38610",2788.0498036358,15587492.2577708,"Floyd",589.839789471589,"France","Male",38.1272009562235,3.91637320583686,0,1,1,0,45905.4957370129,"1"
"711",711,15722548,"Fisher",540,"France","Male",48,0,148116.48,1,0,0,116973.48,"0"
"4526.1",4526,15612633,"Kao",581,"Spain","Male",43,9,78022.61,1,0,1,30662.91,"0"
"311",311,15712287,"Pokrovskii",652,"France","Female",80,4,0,2,1,1,188603.07,"0"
"24801",4996.02425521216,15754113.0978806,"Field",555.937622412341,"Germany","Male",51.0415850584395,7.93762241234072,62739.8308716377,1,1,0,198115.51437105,"1"
"28611",5318.59192035906,15675544.6267791,"Korff",815.92734618159,"Spain","Female",36.2373523931019,6,106626.98870915,1.0791174643673,0,1,27960.0317021047,"1"
"3689",3689,15662578,"Dettmann",679,"Germany","Male",35,1,110245.13,1,1,1,178291.09,"0"
"9771",9771,15659327,"Moffitt",520,"France","Male",49,5,121197.64,1,1,0,72577.33,"1"
"6351",6351,15799600,"Coles",640,"Germany","Male",48,1,111599.32,1,0,1,135995.58,"0"
"7379",7379,15641715,"Ts'ui",599,"France","Male",34,8,0,2,1,1,174196.68,"0"
"6428",6428,15668943,"Henderson",746,"France","Male",37,2,0,2,1,0,143194.05,"0"
"29610",2046.66240319866,15622818.8890499,"Henderson",633.184733265312,"Germany","Female",48.3741314571816,4.70438753766939,152393.363438842,1,1,1,76561.8622154574,"1"
"919",919,15593773,"Olejuru",784,"Spain","Male",35,3,0,2,0,0,81483.64,"0"
"9001.2",9001,15723217,"Cremonesi",616,"France","Male",37,9,0,1,1,0,111312.96,"0"
"1147",1147,15575581,"Dickson",614,"Germany","Female",30,3,131344.52,2,1,0,54776.64,"0"
"952",952,15785899,"Ch'en",789,"Germany","Male",33,8,151607.56,1,1,0,4389.4,"0"
"13131",2026.23159732972,15733177.2094539,"Lo",754.768877553288,"Germany","Male",33.3952825744636,3,153888.159590338,2.23254709574394,0,1,59204.4546507201,"1"
"4279",4279,15577751,"Pisano",759,"Germany","Male",30,4,101802.67,1,0,0,8693.8,"0"
"7828",7828,15735968,"Hsing",605,"France","Male",41,10,0,2,0,1,97213.09,"0"
"1523.2",1523,15720662,"Sholes",787,"France","Female",35,1,106266.8,1,1,1,16607.15,"0"
"9304",1030.16587890964,15688726.7455923,"Artemova",585.949128163513,"Spain","Male",43.7525491239503,4.41694990266114,135422.582518392,1,1,0,90513.5499854016,"1"
"6073",6073,15803908,"Fu",628,"France","Male",45,9,0,2,1,1,96862.56,"0"
"6410",6410,15690695,"Flynn",683,"France","Female",33,9,0,2,1,1,38784.42,"0"
"702",2406.81805915432,15634555.8131444,"Pisani",689.470635996666,"Germany","Female",44.5363936608192,1,126832.171275386,3,0,0,162251.088075465,"1"
"1982.1",1982,15630913,"Rosas",476,"Spain","Female",69,1,105303.73,1,0,1,134260.34,"0"
"8264.1",8264,15584453,"Burtch",555,"Spain","Male",32,10,0,2,0,1,168605.96,"0"
"5067.1",5067,15702631,"Tang",567,"France","Female",26,2,0,2,1,1,78651.55,"0"
"4488.2",4488,15614365,"Lombardi",696,"Germany","Male",31,3,150604.52,1,0,0,5566.6,"0"
"3279",3279,15683758,"Onyekachukwu",640,"France","Male",44,7,111833.47,1,1,0,67202.74,"0"
"4837",7187.58319298318,15738825.9311133,"Hajek",679.796244051307,"Spain","Male",52.2396557047032,2.83996870042756,116583.930304956,1,1,1,162706.572924784,"1"
"5890",5890,15708650,"Fullwood",727,"France","Female",31,2,52192.08,2,0,1,160383.47,"0"
"41021",7480.02673114836,15596648.604294,"Ch'ang",593.051140464842,"Spain","Female",62.1586679071188,6,117997.973771,1.63152372092009,1,1,126368.661337929,"1"
"7068",7068,15761854,"Burn",746,"France","Female",24,4,0,1,0,1,94105,"0"
"4648.2",4648,15581733,"Bates",781,"France","Female",28,4,0,2,1,0,177703.15,"0"
"666",666,15645772,"Onwumelu",661,"France","Male",33,9,0,2,1,1,84174.81,"0"
"8787.1",8787,15770968,"Leason",741,"Germany","Female",19,8,108711.57,2,1,0,24857.25,"0"
"7305",7305,15764444,"Pan",679,"Germany","Male",58,8,125850.53,2,1,1,87008.17,"0"
"2096.1",2096,15673578,"Page",611,"Germany","Female",40,7,128486.91,2,1,0,10109.47,"0"
"1894",1894,15802486,"Hayes",488,"France","Male",34,3,0,2,1,1,125979.36,"0"
"4200.2",4200,15587596,"Morrison",628,"Spain","Female",39,8,107553.33,1,1,0,117523.41,"0"
"17671",1916.98445030814,15779702.4454368,"Kruglova",755.582548760809,"Germany","Female",55.7621889817528,6.7912743804045,121635.200585169,1,1,0,171883.447113284,"1"
"3568",3568,15631709,"Ginikanwa",470,"Spain","Female",31,2,101675.22,2,1,0,45033.75,"0"
"2388",2903.35860063648,15624790.7764107,"Tien",695.788517602254,"France","Male",51.8968378547579,6,139735.433962213,1,1,0,27351.5040333868,"1"
"5018",5018,15777599,"Esposito",746,"Germany","Male",34,6,141806,2,1,1,183494.87,"0"
"4728",4728,15641822,"Barese",648,"France","Female",19,1,0,2,0,1,22101.86,"0"
"24611",7614.63419551821,15759495.5724681,"Hawkins",669.398284220835,"Spain","Female",52.3934194608591,4.73934194608591,0,1,0,1,191091.625983428,"1"
"1912.2",1912,15590606,"Saunders",595,"France","Male",41,9,0,2,1,0,5967.09,"0"
"43981",4981.58217198774,15806799.5339273,"Ma",625.33072832739,"Germany","Male",46.1732934820466,8,122303.675791639,1,0,1,182488.611510591,"1"
"8202.1",8202,15614936,"Mancini",718,"Spain","Female",49,10,82321.88,1,0,1,11144.4,"0"
"152",152,15759618,"Alexeeva",535,"France","Female",48,9,0,1,1,0,149892.79,"1"
"2515",3032.6031890288,15727183.8002193,"Kozlova",539.134217582643,"Germany","Male",32.0853353217244,1.57622205652297,126599.225027042,1,1,1,99361.0724222869,"1"
"43881",7079.85677434504,15780784.2405721,"Lo",744.188489330001,"Germany","Male",38.201790320687,1.067263440229,117972.227754799,1,1,0,120701.727578943,"1"
"4020",4020,15592091,"Belbin",620,"Spain","Male",31,2,166833.86,2,1,1,135171.6,"0"
"20021",2982.88378071506,15693970.297574,"Horrocks",705.923036433989,"France","Female",49.8670010215137,1.15600136201829,0,1,1,1,72480.7393454621,"1"
"41121",7593.45183994458,15737191.5336721,"Ting",768.178297327831,"Germany","Male",38.0904396437109,6.68184752226807,129825.747722519,1,1,0,31249.2691206299,"1"
"9728",9728,15807728,"Ferri",530,"France","Female",45,1,0,1,0,1,190663.89,"1"
"6954",6954,15579109,"Napolitano",574,"Germany","Male",35,5,163856.76,1,1,1,15118.2,"0"
"25161",3515.04722339567,15771439.4647307,"Wood",606.332094451878,"Spain","Female",38.6129087121226,2.68311227718368,127481.274246725,1,1,1,50617.1411713914,"1"
"9734.1",9734,15789413,"Fitzgerald",733,"France","Male",64,3,0,2,1,1,75272.63,"0"
"13021",1982.19930523308,15815383.7025379,"Oluchi",651.434705288149,"France","Male",60.6341989059001,2.09857504558749,71614.9847768105,2.09857504558749,1,1,108649.231727657,"1"
"46751",7463.05286905402,15630214.1602066,"Cox",584.766785006039,"Germany","Female",37.432046730537,0.716023365268484,122021.397499414,1.28397663473152,1,0,136948.534548815,"1"
"3203",3203,15598070,"Marchesi",564,"France","Female",33,4,135946.26,1,1,0,63170,"0"
"6959",6959,15596808,"Maclean",679,"Spain","Male",33,4,96110.22,1,1,0,1173.23,"0"
"1890",1890,15716324,"Ignatieff",665,"France","Female",23,9,143672.9,1,1,1,115147.33,"0"
"444.2",444,15732628,"Ugoji",745,"France","Male",46,2,122220.19,1,1,1,118024.1,"0"
"55001",7251.51239559473,15725243.3195896,"Chibugo",599.169798933435,"Spain","Female",27.7592687448487,9.58230347279459,165120.606863989,1,1,1,87978.3527164999,"1"
"3919",3919,15740283,"Ewing",850,"France","Male",29,1,0,2,0,0,152996.89,"0"
"252",252,15753754,"Morrison",587,"Spain","Female",34,1,0,2,1,1,97932.68,"0"
"1234.1",1234,15575410,"Chidiegwu",667,"Germany","Female",39,4,83765.35,2,1,0,118358.54,"0"
"26761",3163.91075173207,15742863.1428379,"Jibunoh",743.354557141662,"France","Male",44.5369330355898,2.9852267857641,0,1,1,0,38459.0015909023,"1"
"1135",1135,15732660,"Black",769,"France","Female",27,2,0,1,1,1,57876.05,"0"
"58691",9551.09771552915,15605142.8460521,"Craig",764.505800536834,"France","Female",33.7384882860351,3,65581.8109677627,3.27873460506089,1,0,128723.270760385,"1"
"48711",7361.48389503127,15767252.9913241,"Fiorentino",609.678475984838,"Germany","Female",45.3957130131312,7.80214349343441,83215.2804524687,1,1,0,44647.7638076626,"1"
"35351",5807.34176418162,15644037.8018056,"Nwabugwu",542.645878538955,"France","Male",52,2.23958010436036,26543.5517348895,1,1,0,140056.970778828,"1"
"5402",8300.77868289314,15643058.2001718,"Burgos",646.412261989899,"Spain","Female",56.6874373657629,2.99376879027113,0,1.33125626342371,1,0,182209.494229701,"1"
"9052",1445.75003834069,15724722.14716,"Esposito",612.841562539339,"Spain","Female",63.2530380263925,7.84756191074848,0,1.57621904462576,0,0,146052.48243714,"1"
"1297",1297,15803365,"Coffee",653,"Spain","Male",55,2,70263.83,1,0,1,62347.71,"0"
"13171",1799.44599148631,15762648.4628805,"Panicucci",603.036051034927,"France","Male",47.5811148285866,1.74549362063408,0,1,1,0,42774.4939700812,"1"
"5457",5457,15755225,"Ryan",659,"Germany","Male",34,9,134464.58,2,1,0,178833.34,"0"
"31681",3406.67087088875,15765114.0351957,"Finch",820.555606294656,"Spain","Female",49.0370404196437,2.15873160841875,112558.534557838,1.71957720280625,1,1,18573.0296736992,"1"
"5292",5292,15575510,"Milanesi",659,"France","Female",32,2,155584.21,1,0,1,153662.88,"0"
"844",844,15672012,"Jen",773,"Spain","Female",41,5,0,1,1,0,28266.9,"1"
